reactions,acetate_heinmann,fumarate_heinmann,galactose_heinmann,glucose_heinmann,glucosamine_heinmann,glycerol_heinmann,pyruvate_heinmann,succinate_heinmann,anaerobic_heinmann,Chemostat_heinmann_035,Chemostat_heinmann_05,Chemostat_heinmann_02,Chemostat_heinmann_012,42Cdeg_henimann,pH6_heinmann,NaCl_50mM_heinmann,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
TPRDCOAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRDR,1.2024690547003198e+16,1.948829157617759e+16,7048956527553594.0,2.487867009724789e+16,1.617113556321118e+16,1.948829157617759e+16,1.6585780064831996e+16,1.6585780064832032e+16,2.2805447589143896e+16,1.4512557556728034e+16,2.0732225081040084e+16,8292890032415977.0,4975734019449605.0,2.6951892605352016e+16,2.0732225081040084e+16,2.6951892605352016e+16,4561089517828803.0,8707534534036789.0,1.285397955024475e+16,1.658578006483199e+16,2.031758057941923e+16
TRE6PH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE6PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE6PS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREHpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREptspp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPS3,2757550206410174.5,4469133093147524.5,1616494948585275.0,5705276289124499.0,3708429587930925.0,4469133093147524.5,3803517526083000.0,3803517526083000.0,5229836598364125.0,3328077835322624.5,4754396907603750.0,1901758763041500.0,1141055257824899.8,6180715979884874.0,4754396907603750.0,6180715979884874.0,1045967319672824.9,1996846701193574.8,2947726082714325.0,3803517526083000.0,4659308969451674.0
TRPTRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRSARr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSULabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSULtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTDCAtexi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTDCEAtexi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTRCYCtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTRCYCtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUNGSabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUNGStex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYMtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRL,10818107700674.998,17532795239024.998,6341649341774.999,22382291794500.0,14548489666425.0,17532795239024.998,14921527863000.0,14921527863000.0,20517100811625.0,13056336880124.998,18651909828750.0,7460763931500.0,4476458358899.999,24247482777374.996,18651909828750.0,24247482777374.996,4103420162325.0,7833802128074.999,11564184093825.0,14921527863000.0,18278871632175.0
TYROXDApp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRPtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRTRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ThDPAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U23GAAT,1887687026227199.8,3059354835609599.5,1106575153305600.1,3905559364608000.5,2538613586995200.5,3059354835609599.5,2603706243072000.5,2603706243072000.0,3580096084224000.5,2278242962687999.5,3254632803840004.5,1301853121536000.2,781111872921600.0,4231022644992000.0,3254632803840004.5,4231022644992000.0,716019216844800.1,1366945777612799.8,2017872338380800.0,2603706243072000.5,3189540147763200.0
UAAGDS,1348042945230300.0,2184759256062899.8,790232071341900.0,2789054369441999.0,1812885340137300.2,2184759256062899.8,1859369579627999.8,1859369579627999.8,2556633171988500.0,1626948382174499.8,2324211974535000.0,929684789813999.9,557810873888400.0,3021475566895500.0,2324211974535000.0,3021475566895500.0,511326634397700.0,976169029304700.0,1441011424211700.0,1859369579627999.8,2277727735044300.0
UACGALPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UACGAMPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UACGAMtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UACMAMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAG2E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAGAAT,1887687026227199.8,3059354835609599.5,1106575153305600.1,3905559364608000.5,2538613586995200.5,3059354835609599.5,2603706243072000.5,2603706243072000.0,3580096084224000.5,2278242962687999.5,3254632803840004.5,1301853121536000.2,781111872921600.0,4231022644992000.0,3254632803840004.5,4231022644992000.0,716019216844800.1,1366945777612799.8,2017872338380800.0,2603706243072000.5,3189540147763200.0
UAGCVT,1348042945230300.0,2184759256062899.8,790232071341900.0,2789054369441999.0,1812885340137300.2,2184759256062899.8,1859369579627999.8,1859369579627999.8,2556633171988500.0,1626948382174499.8,2324211974535000.0,929684789813999.9,557810873888400.0,3021475566895500.0,2324211974535000.0,3021475566895500.0,511326634397700.0,976169029304700.0,1441011424211700.0,1859369579627999.8,2277727735044300.0
UAGDP,4583772916687800.0,7428873347735400.0,2687039295989400.0,9483668103492000.0,6164384267269800.0,7428873347735400.0,6322445402327999.0,6322445402327999.0,8693362428201001.0,5532139727037000.0,7903056752910006.0,3161222701163999.5,1896733620698399.8,1.0273973778783e+16,7903056752910006.0,1.0273973778783e+16,1738672485640200.0,3319283836222199.5,4899895186804201.0,6322445402327999.0,7744995617851799.0
UAGPT3,1348042945230300.0,2184759256062899.8,790232071341900.0,2789054369441999.0,1812885340137300.2,2184759256062899.8,1859369579627999.8,1859369579627999.8,2556633171988500.0,1626948382174499.8,2324211974535000.0,929684789813999.9,557810873888400.0,3021475566895500.0,2324211974535000.0,3021475566895500.0,511326634397700.0,976169029304700.0,1441011424211700.0,1859369579627999.8,2277727735044300.0
UAMAGS,1348042945230300.0,2184759256062899.8,790232071341900.0,2789054369441999.0,1812885340137300.2,2184759256062899.8,1859369579627999.8,1859369579627999.8,2556633171988500.0,1626948382174499.8,2324211974535000.0,929684789813999.9,557810873888400.0,3021475566895500.0,2324211974535000.0,3021475566895500.0,511326634397700.0,976169029304700.0,1441011424211700.0,1859369579627999.8,2277727735044300.0
UAMAS,1348042945230300.0,2184759256062899.8,790232071341900.0,2789054369441999.0,1812885340137300.2,2184759256062899.8,1859369579627999.8,1859369579627999.8,2556633171988500.0,1626948382174499.8,2324211974535000.0,929684789813999.9,557810873888400.0,3021475566895500.0,2324211974535000.0,3021475566895500.0,511326634397700.0,976169029304700.0,1441011424211700.0,1859369579627999.8,2277727735044300.0
UAPGR,1348042945230300.0,2184759256062899.8,790232071341900.0,2789054369441999.0,1812885340137300.2,2184759256062899.8,1859369579627999.8,1859369579627999.8,2556633171988500.0,1626948382174499.8,2324211974535000.0,929684789813999.9,557810873888400.0,3021475566895500.0,2324211974535000.0,3021475566895500.0,511326634397700.0,976169029304700.0,1441011424211700.0,1859369579627999.8,2277727735044300.0
UDCPDP,1348042945230300.0,2184759256062899.8,790232071341900.0,2789054369441999.0,1812885340137300.2,2184759256062899.8,1859369579627999.8,1859369579627999.8,2556633171988500.0,1626948382174499.8,2324211974535000.0,929684789813999.9,557810873888400.0,3021475566895500.0,2324211974535000.0,3021475566895500.0,511326634397700.0,976169029304700.0,1441011424211700.0,1859369579627999.8,2277727735044300.0
UDCPDPS,2668143154875.1143,4324232009624.8555,1564083918374.9968,5520296182499.717,3588192518624.874,4324232009624.8555,3680197454999.908,3680197454999.908,5060271500625.128,3220172773125.0283,4600246818750.0,1840098727499.954,1104059236499.9724,5980320864375.177,4600246818750.0,5980320864375.177,1012054300125.011,1932103663874.9878,2852153027624.892,3680197454999.908,4508241882374.923
UDCPDPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDCPPtppi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPACGALtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPG4E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGALPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGALtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGLCURtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPKAAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGLCURPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGLYCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGMDDS,1348042945230300.0,2184759256062899.8,790232071341900.0,2789054369441999.0,1812885340137300.2,2184759256062899.8,1859369579627999.8,1859369579627999.8,2556633171988500.0,1626948382174499.8,2324211974535000.0,929684789813999.9,557810873888400.0,3021475566895500.0,2324211974535000.0,3021475566895500.0,511326634397700.0,976169029304700.0,1441011424211700.0,1859369579627999.8,2277727735044300.0
UHGADA,1887687026227199.8,3059354835609599.5,1106575153305600.1,3905559364608000.5,2538613586995200.5,3059354835609599.5,2603706243072000.5,2603706243072000.0,3580096084224000.5,2278242962687999.5,3254632803840004.5,1301853121536000.2,781111872921600.0,4231022644992000.0,3254632803840004.5,4231022644992000.0,716019216844800.1,1366945777612799.8,2017872338380800.0,2603706243072000.5,3189540147763200.0
ULA4NFT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULA4Ntppi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UM3PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UM4PCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UM4PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UMPK,1.8339312184105268e+16,2.9722333539756816e+16,1.0750631280337576e+16,3.7943404518838504e+16,2.4663212937245016e+16,2.9722333539756816e+16,2.5295603012559e+16,2.5295603012559e+16,3.4781454142268624e+16,2.213365263598912e+16,3.161950376569875e+16,1.26478015062795e+16,7588680903767700.0,4.1105354895408376e+16,3.161950376569875e+16,4.1105354895408376e+16,6956290828453726.0,1.3280191581593472e+16,1.9604092334733224e+16,2.5295603012559004e+16,3.0987113690384772e+16
UMPtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPLA4FNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPLA4FNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPP3MT,10818107700674.998,17532795239024.998,6341649341774.999,22382291794500.0,14548489666425.0,17532795239024.998,14921527863000.0,14921527863000.0,20517100811625.0,13056336880124.998,18651909828750.0,7460763931500.0,4476458358899.999,24247482777374.996,18651909828750.0,24247482777374.996,4103420162325.0,7833802128074.999,11564184093825.0,14921527863000.0,18278871632175.0
UPP3S,21636215401349.996,35065590478049.996,12683298683549.998,44764583589000.0,29096979332850.0,35065590478049.996,29843055726000.0,29843055726000.0,41034201623250.0,26112673760249.996,37303819657500.0,14921527863000.0,8952916717799.998,48494965554749.99,37303819657500.0,48494965554749.99,8206840324650.0,15667604256149.998,23128368187650.0,29843055726000.0,36557743264350.0
UPPDC1,10818107700674.998,17532795239024.998,6341649341774.999,22382291794500.0,14548489666425.0,17532795239024.998,14921527863000.0,14921527863000.0,20517100811625.0,13056336880124.998,18651909828750.0,7460763931500.0,4476458358899.999,24247482777374.996,18651909828750.0,24247482777374.996,4103420162325.0,7833802128074.999,11564184093825.0,14921527863000.0,18278871632175.0
UPPRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URACPAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URAt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URAt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URAtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URDGLYCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UREAtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UREAtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URItex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USHD,943843513113599.9,1529677417804799.8,553287576652800.06,1952779682304000.2,1269306793497600.2,1529677417804799.8,1301853121536000.2,1301853121536000.2,1790048042112000.2,1139121481344000.0,1627316401920002.2,650926560768000.1,390555936460800.0,2115511322496000.0,1627316401920002.2,2115511322496000.0,358009608422400.06,683472888806399.9,1008936169190400.0,1301853121536000.2,1594770073881600.0
VALTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALTRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPAMTr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WCOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X5PL3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XANt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XANtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XANtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XMPtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XPPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XTSNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XTSNt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XTSNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLUt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLUtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZN2abcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZN2t3pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZN2tpp,16542487560224.998,26810238459674.996,9697320293924.998,34225836331500.0,22246793615475.0,26810238459674.996,22817224221000.0,22817224221000.0,31373683303875.0,19965071193374.996,28521530276249.996,11408612110500.0,6845167266299.999,37077989359125.0,28521530276249.996,37077989359125.0,6274736660775.0,11979042716025.0,17683348771275.0,22817224221000.0,27951099670725.0
ZNabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
